品类,7月1日,7月2日,7月3日,7月4日,7月5日,7月6日,7月7日,7月8日,7月9日,7月10日,7月11日,7月12日,7月13日,7月14日,7月15日,7月16日,7月17日,7月18日,7月19日,7月20日,7月21日,7月22日,7月23日,7月24日,7月25日,7月26日,7月27日,7月28日,7月29日,7月30日,7月31日,8月1日,8月2日,8月3日,8月4日,8月5日,8月6日,8月7日,8月8日,8月9日,8月10日,8月11日,8月12日,8月13日,8月14日,8月15日,8月16日,8月17日,8月18日,8月19日,8月20日,8月21日,8月22日,8月23日,8月24日,8月25日,8月26日,8月27日,8月28日,8月29日,8月30日,8月31日,9月1日,9月2日,9月3日,9月4日,9月5日,9月6日,9月7日,9月8日,9月9日,9月10日,9月11日,9月12日,9月13日,9月14日,9月15日,9月16日,9月17日,9月18日,9月19日,9月20日,9月21日,9月22日,9月23日,9月24日,9月25日,9月26日,9月27日,9月28日,9月29日,9月30日
category1,28.489717535608417,27.77133501089582,27.626827690655915,26.357350706528923,25.29838451708901,25.64478975074424,26.16106581026205,26.69905537070161,26.0525844527307,26.67145727211178,26.080461601116102,25.904411767229064,26.1772679110852,26.448016548412784,26.4928370612333,25.656183603579848,27.098522370755823,27.520391976060907,27.182157826489544,27.434590305122025,27.877063556724227,28.421254199414875,30.13256915512588,30.27073900418293,29.97438186132579,29.272017558961487,29.944835019278955,31.54521197565591,33.24694368838763,33.29653171147564,31.97043358737752,31.87666012213512,30.68488822086644,30.77903501442377,30.88668525015295,30.469784582228563,30.64477303821701,28.89300481760533,27.9312321166221,27.25149546954824,28.17963068988347,28.95430770438944,28.22010784868957,27.39177185135357,27.005889320529302,27.207000431640413,26.87772410202688,26.902682388128632,26.8104162069414,26.743838451363644,25.823681602656794,26.797671998905447,27.26104762328107,28.722202083308808,30.30537464593137,31.3522144676084,30.032926172570104,28.82442997987392,28.70736288030681,28.0721624696064,29.18289024183417,33.14176983884536,32.22215527128423,30.81734382021877,30.380528435603395,28.995299087174057,28.47144418173091,28.23411853661579,28.887954636716408,29.75488298444866,29.92818364783756,29.45042000298568,28.193293887580616,27.73286653715326,27.29896543825216,28.30622064970737,29.76129568286136,29.857396193461863,29.63854615169077,28.45065813152381,27.897287058152724,27.3623145306802,28.55125156031724,30.15145862810325,33.2394482286139,31.795128067293746,29.17381968678536,29.41978577625144,28.371521096486774,31.092332229797897,34.8139839435812,33.9144018285636
category10,31.696155671433413,46.30361539624924,40.90146155711861,30.477277454620985,28.4628474887664,28.436103067896585,24.87636389040742,23.81503141595033,23.979056260670824,24.2663340384486,25.84821747364086,21.90959393928048,20.00764322917188,19.25267344895209,21.000808369587016,22.02745427046976,19.143849515955694,18.119002880135376,18.35416917093092,17.758592440643664,19.296079428987387,19.26317981594466,20.452482229217665,21.562631872488044,16.889907047313226,15.451713753249187,16.750262577627424,18.22295515172,19.31222590728023,19.454931973917407,20.58330383941001,17.34172616795866,16.696782046290856,16.396389889428114,16.593061606599832,16.278987692278854,16.01840435894552,16.18382745098936,15.52334916261107,14.965620154261316,14.815620154261318,13.366005435646596,14.116481626122791,12.717274088562313,12.64067592097815,12.961973982235886,14.081628671761562,14.41567629080918,16.93630724319013,17.04961319390141,18.05273526806381,18.6147778745801,20.940110184856685,22.752393911979347,19.552357115442547,15.561738067823503,18.96957140115684,15.408873183688032,21.769465513370832,19.984070412706,18.042047053282484,19.075607298592733,18.091105758797926,18.900587303568948,19.81671686990904,21.982565969931816,18.28269808226393,16.277204926950038,17.275116260061367,14.624368325642852,17.328435007499003,16.0702399762145,18.461615449210715,14.619203394598662,16.847546701841814,17.784743650318173,16.29909862867315,15.589954583176167,16.424035497360023,22.46010599200126,18.34916034378982,16.076019173814288,20.37701367930879,18.562058751883274,23.349256384488022,21.90417934697445,19.83544075625661,19.298926248542102,18.571086994882105,22.63393455918689,20.258237837022417,19.33803054022565
category100,127.40416407666407,130.25148542530707,126.89602866801208,128.15788419220382,127.576502218842,120.8207774190003,118.75675790386788,116.14878427101922,119.20645015252336,119.142231518986,122.67393802232095,123.25486081538986,122.86024591639998,119.97773309588716,117.8196510319816,115.60230650613708,118.03233476093094,118.16885400570408,119.0483191323997,120.81722401455458,118.92624771307828,114.34586407275349,116.20561356509118,115.50057304157014,116.94903174299944,120.42158609840575,121.20990518563666,121.69205310594243,122.28638919795505,121.1758039313698,127.96119624693952,140.82045298220297,155.00955028639183,161.16882572788336,160.10135806336396,157.6757164321194,160.42466790716765,163.96274150024124,166.31900930433258,167.15853638208796,166.61604608349765,166.49921705958042,166.83124899953592,166.7342926180089,167.6203693827475,167.25625173568864,166.6470678476812,167.3802821333955,168.47277961956945,167.7033703686896,167.5543748576647,167.88841420067465,167.87038351013757,168.0311606937383,169.0152449428225,171.21356067781215,199.65770727851972,200.2532223757881,193.1653613849272,193.33092487699065,223.43288281833105,241.1188225108225,189.40172211122209,178.14807967702794,162.21280638510245,152.1864252714449,159.1506064887783,169.79304494790426,168.84065641881375,163.01611608676578,217.4199914222871,181.8243865527654,170.27271907580177,168.84620771837697,154.25281360802217,155.10134229670646,180.95592281676755,175.1903879440966,167.38059529158804,163.2134995151423,156.62038519824938,168.82582525987692,173.38171445401608,173.367417925069,170.86633249416005,170.48289077574776,169.7693148190957,193.03611908240225,199.0148890424548,196.7299284844942,200.67654248160824,222.819637204296
category101,54.7014024211083,52.472056523541816,46.23410303487361,46.51937051300952,44.56095430593845,47.76810293951196,56.34544005469936,57.446668577037,55.82338095238096,49.87333133924899,44.14158632365134,41.34245229872782,45.70785910163237,50.93289602315692,56.12454093154868,58.22267853929696,54.171934370204944,45.17323745030245,43.017481493990765,44.58760668566168,52.91773331056851,55.67881782837045,58.428988404869976,55.39126770353829,49.85436386228151,44.598586610086606,44.08181930688978,52.01689474803026,55.5264084716453,59.01660348423506,59.41744688644687,51.88807036754095,48.921953485592496,50.80236641528407,58.35123511455865,64.51950793650794,63.49936507936508,54.35718248418249,43.08094235881078,38.394836329111854,41.98568197995324,49.83618700994789,54.3747097102244,53.36820732320656,46.23736923241878,44.63112459725611,44.26127000341735,47.15958859436186,55.97259360049997,58.2544434688119,57.83025108225109,53.41450946178004,44.943568952133965,41.21427731873706,44.60848153303653,49.66044313067616,54.47471465376728,53.64532831006283,45.362793070293066,43.15798200242626,43.05107518409839,46.11533396904222,58.01999222346282,55.506046814296816,52.99127070152071,46.52953105130163,44.26925175695886,42.100313985270624,45.99706181986449,52.68939612711213,55.26389917237904,54.59415498442048,44.54621766891426,43.40452413848077,42.49119557523117,46.74429744107072,51.84680063540054,54.28991463240922,51.26467387969788,45.06395554215214,43.94701016415102,42.62260584332564,46.39282026327773,51.05915705349226,53.49959195182183,51.24968928586035,45.10065273384932,42.75461936506362,41.11850075852396,45.10113738784564,50.60496262133341,52.5244268596041
category102,6452.699458146359,6567.207570350295,7261.214789453888,7164.482895307891,6997.046497700311,6642.440234595058,6339.255598981099,6418.358457637062,6462.58402896735,7335.358577964484,7099.911132529733,6959.064786264403,6551.261545974562,6391.052221101376,6444.5037060030745,6470.030981348301,7352.967744631151,7109.815176818777,6959.781314680429,6572.362637684022,6315.772158010957,6457.585436772306,6491.504506989328,7318.087744631151,7113.627569467066,6949.419155950272,6555.608517003533,6384.84572876798,6442.624801851672,6478.548743863565,7388.391077167037,7134.239112183412,7006.653850369861,6675.807697654239,6405.2088329456055,6473.190355080246,6519.742344711187,7427.6549959868125,7188.79796932627,6995.645167219677,6648.242917167691,6370.514401321674,6485.153884492012,6549.902890165731,7439.799829320146,7227.969804824105,7005.591574146084,6743.68573077492,6506.5790255862985,6494.426763890391,6557.395249140091,7398.219829320146,7231.491557425305,7035.329896545908,6894.928203155716,6566.199965732359,6466.734371949,6581.693956432798,7515.698472177289,7275.088366227614,7184.285217986566,7194.658934436917,6941.723644991219,6563.994092953091,6445.546056128855,7641.916660619567,7422.923166320845,7140.7233076473685,6995.986478338385,6665.757643115232,6841.983302781895,6559.796070676002,7652.053768844676,7378.145061745682,7276.518316305377,7114.083913748871,6958.290550882429,6685.155833526244,6511.22701067431,7710.11757476098,7484.633206767326,7218.929992129553,7023.694640030494,6873.612067542962,6591.319385049885,6536.986161162711,7757.470608595569,7719.446627392829,7320.218956409256,7111.259351810811,6998.893022768781,6714.755279717309
category103,799.1592792207791,944.8899855699856,929.353111111111,924.5712777777776,938.6529336219336,919.8781215728716,875.7922406204906,910.0026586469086,880.0279890942392,892.8715049672551,873.5839335386835,897.2338383005882,880.0312668720169,924.0175049672548,904.090647824398,941.4706384448884,914.8403051115552,888.8478765401268,881.8549241591743,862.9286611721612,844.0953278388278,774.5399945054944,755.3491373626373,756.2039706959706,736.4041929181928,691.5173809523809,661.330242979243,650.8649652014651,667.8745654900654,670.1785654900655,695.2657877122878,789.5588872793871,942.7546522366524,930.9837777777776,926.8621111111112,953.6065050505048,923.5986771284272,863.4582406204906,901.2662776945278,864.4105525863026,888.5788383005882,903.3452668720169,878.9655525863027,915.0707033799532,886.104504967255,910.508504967255,911.6563527306027,903.6988765401268,886.0498765401267,885.6829241591743,856.3739468864469,817.9226611721612,769.5686611721611,754.0378754578753,739.2553357753357,686.262380952381,648.4235366300367,646.0200604395604,656.6564543789543,681.7548035853036,690.2626924741925,702.2873988233988,845.3174983904984,956.2360808080808,945.496,940.4829444444445,949.9202669552668,882.9772882395382,908.5334498557,874.5973253135753,946.7820287767788,883.0407033799535,896.6265049672551,872.0639335386835,910.1115525863024,880.523504967255,922.6675049672548,932.982067016317,926.7285908258408,897.3433051115554,876.6549241591742,854.7409468864471,812.8869945054944,760.3079945054944,747.204304029304,722.256431013431,693.201380952381,652.1466318681319,655.9436318681319,658.3593591408592,678.0461924741925,679.7041210456212
category104,2344.9095555555555,2353.5568376068377,2338.607504273504,2344.8208376068374,2347.358170940171,2357.8749328449326,2359.3015995116,2353.5515995116,2360.211599511599,2338.190932844933,2349.8735995115994,2353.3395995116,2357.896266178266,2347.9365995115995,2339.7865995115994,2344.339266178266,2325.0205995116,2328.4405995115994,2331.3205995116,2335.4525995116,2341.2125995116,2342.1125995115995,2342.8032661782663,2327.5106507936507,2324.6219841269844,2323.0419841269845,2322.4673174603176,2323.8539841269844,2323.420650793651,2336.613984126984,2523.738650793651,2533.905393162393,2528.357393162393,2531.68912043512,2556.000197358197,2572.84353069153,2670.8251973581964,2807.084864024863,2819.6321973581967,2842.063784659784,2921.364498945498,2951.155165612165,3027.7394989454992,3029.564641802642,2991.7696735486734,2990.822117993117,2997.4212089022085,3005.741923187923,2983.709923187923,2914.771478743478,2899.803544677545,2863.467687534687,2870.0603542013537,2818.1924970584964,2842.65606060606,2855.71606060606,2864.888917748917,2874.1107272727268,2875.915203463203,2867.492536796536,2939.8158701298694,3172.07880952381,3442.757761904762,4042.641783272284,4189.347338827838,4043.949386446887,3912.005830891331,3711.6886490731495,3620.4140721500735,3743.163294372296,4166.350770562771,4420.998135642136,4346.058984848485,4234.818413419914,3812.766794372296,3635.830294372296,3647.582476190478,4058.26961904762,4554.594857142856,4504.238818181819,4144.185913419913,3972.057246753247,3617.1688658008666,3440.943047619048,3648.897428571429,4073.789151515151,4218.939333333334,4531.444761904761,4009.857246753247,3704.577627705628,3489.926294372295,3479.0697142857152
category105,9.866057889822596,29.620221907313,10.683357142857144,8.55811344537815,29.273955956803235,6.883704662004662,9.496669000933707,28.225517710784885,6.783969119769118,11.132506204906203,29.213789542754085,8.884200875927192,6.92072171162171,32.021215755344386,6.319226583311593,8.734593506493507,37.430584116796034,8.145991503174342,6.7598248862248855,32.25661144020872,5.84157459761613,8.593863347763348,28.210496438337533,8.507952064834903,6.645158219558219,33.73513524973253,7.388241264282796,7.001883549783548,29.37293548736676,5.5894806616893575,11.760339105339106,29.042502175290632,10.360006493506493,8.902092352092353,28.10258784086121,7.3251729159729155,9.445147907647907,35.40072562724637,10.524372294372291,8.44262481962482,26.83919570521908,6.116782085361032,9.699204617604618,28.771529405370497,10.054185099111416,7.879649062049062,30.71021575534438,6.079617059502071,8.488704617604618,28.748371815744257,5.95029203227487,11.189141125541129,29.94655144751599,8.285487779120617,6.857085569985569,31.96264432677296,7.052163091248102,8.419783982683983,36.45979980307054,8.552766432592747,7.855894660894661,30.01236774272973,6.47388508309641,10.367092352092351,29.0749838120749,11.279054112554114,9.725425685425686,29.97612630239967,8.83930808080808,7.932791486291486,31.48209004041604,6.863559652094664,11.779236363636365,30.293328004292544,9.814756431482747,7.557426839826839,31.50424513984241,6.898671027756039,9.46092683982684,36.76158411679603,8.751631959014798,7.606918903318902,31.44691180650908,6.591051980136991,9.436006204906205,29.91449643833753,9.564618731501568,7.332252236652235,32.91367371127099,7.160849959934971,7.356394660894661,32.345957454048154
category106,11.99985431716546,14.86863888888889,18.87348809523809,13.783477633477633,10.530805194805197,11.185043290043293,13.934600437144557,12.610471288515413,13.009572021116144,26.597789682539684,14.142984126984132,12.738673086717206,13.844284197828324,14.401696896241017,13.686789969834091,12.979414511958632,22.8010753968254,15.26097922502335,14.542004255548378,13.397220705764829,14.497522293066416,11.49301219205631,11.7192557817999,20.557541208791207,18.74542366946779,16.961876050420173,15.780876050420172,14.916558590102712,9.809106209150327,10.0281974789916,15.915416666666667,28.83102136752137,21.325666666666667,16.379856209150333,13.392430849851904,13.31612926255032,14.827144285109462,21.51243803418803,18.19928714225232,16.95870777717295,16.28499593346111,14.610876885842062,13.25038604335122,13.142820109285283,21.87643803418803,28.52384269780787,20.50371428571429,16.671694346159523,16.408076519541694,15.56788604335122,16.254486775951953,21.753104700854703,17.70066809463327,16.63154904701422,17.748193125158302,21.41121815568333,18.021709383753503,18.902661764705886,23.69525,27.67559033613445,25.021666666666665,39.3370119047619,37.06059523809524,41.58716666666666,39.244619047619054,35.503111721611724,33.70897283272284,34.725401404151405,36.59269938394938,37.32819938394939,37.031112082362085,33.539536324786326,33.78239779664781,32.9143977966478,32.79308827283828,32.97786605061606,33.468866050616064,32.449199383949384,30.81235378510379,30.416985098235106,30.723485098235106,31.16415176490177,30.966485098235104,30.824235098235103,30.023235098235105,29.04965140415141,30.69568315018316,30.58540176490177,30.65530652680653,30.9102112887113,31.660504939504943,30.12033827283828
category107,295.1129183104728,295.49709100532544,294.90390376543166,300.581855763798,289.7430584104693,294.7977985543124,294.9711793503138,298.4113417765491,294.5020483767122,293.9252820615459,294.76832554398936,297.0440179953289,296.3484392407501,295.38195883226973,296.4074032767141,334.81945944628575,344.6638199326803,345.53335139740307,347.1657113472359,365.2806260457007,402.2266482723047,489.83836184968607,500.10637045829446,543.0306981426401,539.9779376854543,408.2093235052848,441.1408277681298,409.1592239330817,423.1786038656706,417.8024420090088,668.1398196364426,480.2148500798479,442.5685444846191,419.30462838220296,427.99286128002393,414.9740837996725,430.5124023068734,452.0164311582695,427.5149667191326,432.7897018903941,422.7402285859207,421.8614508081429,429.35273185389457,422.7714185811108,436.0560590332512,433.202493034922,428.8384466368757,421.7512220836511,424.7102671562256,418.0374100133684,411.591655564114,430.0546620538976,411.3895887938244,416.00024228086016,403.6507281283459,433.0749119694447,406.97231457430064,441.91611142531104,437.18025294294944,429.9642327409292,426.9286322118286,679.3379550001041,489.4938440040524,439.2275333962923,421.43906053581935,440.7230955639719,423.6667768960498,449.1847618294171,464.6198370593859,428.9035667039431,615.9299269210209,416.56522230759873,426.0831921264509,439.2602486465216,437.5750010473775,428.9941766074496,439.5684372135504,447.834710680824,421.58274298185626,442.7603635715062,433.1735937302364,428.6800468326895,437.72409035951006,425.9578345597544,428.0413714411736,428.9364185792207,442.0844241107263,430.1782010328712,430.1182010328712,421.28729915696937,441.373947786118,436.1319186855889
