x,y,probability
-600.000000000000000,-600.000000000000000,0.000000000000575
-596.992481203007515,-600.000000000000000,0.000000000000648
-593.984962406015029,-600.000000000000000,0.000000000000730
-590.977443609022544,-600.000000000000000,0.000000000000821
-587.969924812030058,-600.000000000000000,0.000000000000924
-584.962406015037573,-600.000000000000000,0.000000000001038
-581.954887218045087,-600.000000000000000,0.000000000001166
-578.947368421052602,-600.000000000000000,0.000000000001309
-575.939849624060116,-600.000000000000000,0.000000000001469
-572.932330827067631,-600.000000000000000,0.000000000001647
-569.924812030075145,-600.000000000000000,0.000000000001845
-566.917293233082660,-600.000000000000000,0.000000000002067
-563.909774436090174,-600.000000000000000,0.000000000002313
-560.902255639097802,-600.000000000000000,0.000000000002587
-557.894736842105317,-600.000000000000000,0.000000000002892
-554.887218045112832,-600.000000000000000,0.000000000003231
-551.879699248120346,-600.000000000000000,0.000000000003607
-548.872180451127861,-600.000000000000000,0.000000000004025
-545.864661654135375,-600.000000000000000,0.000000000004489
-542.857142857142890,-600.000000000000000,0.000000000005003
-539.849624060150404,-600.000000000000000,0.000000000005572
-536.842105263157919,-600.000000000000000,0.000000000006202
-533.834586466165433,-600.000000000000000,0.000000000006899
-530.827067669172948,-600.000000000000000,0.000000000007670
-527.819548872180462,-600.000000000000000,0.000000000008522
-524.812030075187977,-600.000000000000000,0.000000000009463
-521.804511278195491,-600.000000000000000,0.000000000010502
-518.796992481203006,-600.000000000000000,0.000000000011647
-515.789473684210520,-600.000000000000000,0.000000000012909
-512.781954887218035,-600.000000000000000,0.000000000014300
-509.774436090225549,-600.000000000000000,0.000000000015831
-506.766917293233064,-600.000000000000000,0.000000000017514
-503.759398496240578,-600.000000000000000,0.000000000019366
-500.751879699248093,-600.000000000000000,0.000000000021400
-497.744360902255664,-600.000000000000000,0.000000000023633
-494.736842105263179,-600.000000000000000,0.000000000026083
-491.729323308270693,-600.000000000000000,0.000000000028770
-488.721804511278208,-600.000000000000000,0.000000000031715
-485.714285714285722,-600.000000000000000,0.000000000034940
-482.706766917293237,-600.000000000000000,0.000000000038470
-479.699248120300751,-600.000000000000000,0.000000000042330
-476.691729323308266,-600.000000000000000,0.000000000046550
-473.684210526315780,-600.000000000000000,0.000000000051159
-470.676691729323352,-600.000000000000000,0.000000000056190
-467.669172932330866,-600.000000000000000,0.000000000061679
-464.661654135338381,-600.000000000000000,0.000000000067664
-461.654135338345895,-600.000000000000000,0.000000000074184
-458.646616541353410,-600.000000000000000,0.000000000081283
-455.639097744360924,-600.000000000000000,0.000000000089007
-452.631578947368439,-600.000000000000000,0.000000000097407
-449.624060150375954,-600.000000000000000,0.000000000106535
-446.616541353383468,-600.000000000000000,0.000000000116448
-443.609022556390983,-600.000000000000000,0.000000000127207
-440.601503759398497,-600.000000000000000,0.000000000138875
-437.593984962406012,-600.000000000000000,0.000000000151523
-434.586466165413526,-600.000000000000000,0.000000000165222
-431.578947368421041,-600.000000000000000,0.000000000180051
-428.571428571428555,-600.000000000000000,0.000000000196092
-425.563909774436070,-600.000000000000000,0.000000000213434
-422.556390977443584,-600.000000000000000,0.000000000232169
-419.548872180451099,-600.000000000000000,0.000000000252396
-416.541353383458670,-600.000000000000000,0.000000000274221
-413.533834586466185,-600.000000000000000,0.000000000297752
-410.526315789473699,-600.000000000000000,0.000000000323108
-407.518796992481214,-600.000000000000000,0.000000000350412
-404.511278195488728,-600.000000000000000,0.000000000379793
-401.503759398496243,-600.000000000000000,0.000000000411391
-398.496240601503757,-600.000000000000000,0.000000000445349
-395.488721804511329,-600.000000000000000,0.000000000481819
-392.481203007518843,-600.000000000000000,0.000000000520962
-389.473684210526358,-600.000000000000000,0.000000000562945
-386.466165413533872,-600.000000000000000,0.000000000607946
-383.458646616541387,-600.000000000000000,0.000000000656149
-380.451127819548901,-600.000000000000000,0.000000000707747
-377.443609022556416,-600.000000000000000,0.000000000762944
-374.436090225563930,-600.000000000000000,0.000000000821951
-371.428571428571445,-600.000000000000000,0.000000000884988
-368.421052631578959,-600.000000000000000,0.000000000952287
-365.413533834586474,-600.000000000000000,0.000000001024088
-362.406015037593988,-600.000000000000000,0.000000001100640
-359.398496240601503,-600.000000000000000,0.000000001182204
-356.390977443609017,-600.000000000000000,0.000000001269049
-353.383458646616532,-600.000000000000000,0.000000001361454
-350.375939849624046,-600.000000000000000,0.000000001459712
-347.368421052631561,-600.000000000000000,0.000000001564120
-344.360902255639076,-600.000000000000000,0.000000001674990
-341.353383458646647,-600.000000000000000,0.000000001792642
-338.345864661654161,-600.000000000000000,0.000000001917406
-335.338345864661676,-600.000000000000000,0.000000002049622
-332.330827067669190,-600.000000000000000,0.000000002189641
-329.323308270676705,-600.000000000000000,0.000000002337822
-326.315789473684220,-600.000000000000000,0.000000002494533
-323.308270676691734,-600.000000000000000,0.000000002660153
-320.300751879699249,-600.000000000000000,0.000000002835069
-317.293233082706763,-600.000000000000000,0.000000003019674
-314.285714285714278,-600.000000000000000,0.000000003214372
-311.278195488721849,-600.000000000000000,0.000000003419573
-308.270676691729363,-600.000000000000000,0.000000003635694
-305.263157894736878,-600.000000000000000,0.000000003863158
-302.255639097744393,-600.000000000000000,0.000000004102395
-299.248120300751907,-600.000000000000000,0.000000004353839
-296.240601503759422,-600.000000000000000,0.000000004617928
-293.233082706766936,-600.000000000000000,0.000000004895103
-290.225563909774451,-600.000000000000000,0.000000005185809
-287.218045112781965,-600.000000000000000,0.000000005490492
-284.210526315789480,-600.000000000000000,0.000000005809598
-281.203007518796994,-600.000000000000000,0.000000006143572
-278.195488721804509,-600.000000000000000,0.000000006492861
-275.187969924812023,-600.000000000000000,0.000000006857904
-272.180451127819595,-600.000000000000000,0.000000007239141
-269.172932330827109,-600.000000000000000,0.000000007637003
-266.165413533834624,-600.000000000000000,0.000000008051915
-263.157894736842138,-600.000000000000000,0.000000008484297
-260.150375939849653,-600.000000000000000,0.000000008934556
-257.142857142857167,-600.000000000000000,0.000000009403090
-254.135338345864682,-600.000000000000000,0.000000009890283
-251.127819548872196,-600.000000000000000,0.000000010396506
-248.120300751879711,-600.000000000000000,0.000000010922115
-245.112781954887225,-600.000000000000000,0.000000011467446
-242.105263157894740,-600.000000000000000,0.000000012032819
-239.097744360902254,-600.000000000000000,0.000000012618532
-236.090225563909769,-600.000000000000000,0.000000013224859
-233.082706766917340,-600.000000000000000,0.000000013852052
-230.075187969924855,-600.000000000000000,0.000000014500335
-227.067669172932369,-600.000000000000000,0.000000015169905
-224.060150375939884,-600.000000000000000,0.000000015860930
-221.052631578947398,-600.000000000000000,0.000000016573546
-218.045112781954913,-600.000000000000000,0.000000017307855
-215.037593984962427,-600.000000000000000,0.000000018063926
-212.030075187969942,-600.000000000000000,0.000000018841789
-209.022556390977456,-600.000000000000000,0.000000019641438
-206.015037593984971,-600.000000000000000,0.000000020462827
-203.007518796992485,-600.000000000000000,0.000000021305866
-200.000000000000000,-600.000000000000000,0.000000022170425
-196.992481203007515,-600.000000000000000,0.000000023056328
-193.984962406015086,-600.000000000000000,0.000000023963355
-190.977443609022600,-600.000000000000000,0.000000024891236
-187.969924812030115,-600.000000000000000,0.000000025839656
-184.962406015037629,-600.000000000000000,0.000000026808248
-181.954887218045144,-600.000000000000000,0.000000027796596
-178.947368421052659,-600.000000000000000,0.000000028804233
-175.939849624060173,-600.000000000000000,0.000000029830640
-172.932330827067688,-600.000000000000000,0.000000030875245
-169.924812030075202,-600.000000000000000,0.000000031937423
-166.917293233082717,-600.000000000000000,0.000000033016496
-163.909774436090231,-600.000000000000000,0.000000034111733
-160.902255639097746,-600.000000000000000,0.000000035222347
-157.894736842105260,-600.000000000000000,0.000000036347501
-154.887218045112832,-600.000000000000000,0.000000037486302
-151.879699248120346,-600.000000000000000,0.000000038637805
-148.872180451127861,-600.000000000000000,0.000000039801014
-145.864661654135375,-600.000000000000000,0.000000040974881
-142.857142857142890,-600.000000000000000,0.000000042158307
